2016-09-23 13:39:11.286639,3,15491.0
2016-09-23 13:39:13.332252,2,3664.0
2016-09-23 13:39:20.565182,2,3662.0
2016-09-23 13:39:20.647570,2,3664.0
2016-09-23 13:39:24.317501,2,3675.0
2016-09-23 13:39:26.776970,3,15493.0
2016-09-23 13:39:27.981861,2,3669.0
2016-09-23 13:39:31.659212,2,3684.0
2016-09-23 13:39:35.335889,2,3681.0
2016-09-23 13:39:39.089517,2,3759.0
2016-09-23 13:39:42.282432,3,15508.0
2016-09-23 13:39:42.845065,2,3760.0
2016-09-23 13:39:46.624487,2,3785.0
2016-09-23 13:39:50.428190,2,3809.0
2016-09-23 13:39:50.471666,2,3809.0
2016-09-23 13:39:54.227096,2,3804.0
2016-09-23 13:39:57.779770,3,15500.0
2016-09-23 13:39:58.053097,2,3831.0
2016-09-23 13:40:01.880151,2,3833.0
2016-09-23 13:40:05.691801,2,3816.0
2016-09-23 13:40:09.518276,2,3832.0
2016-09-23 13:40:13.291509,3,15514.0
2016-09-23 13:40:17.805557,2,3811.0
2016-09-23 13:40:20.965201,2,3814.0
2016-09-23 13:40:24.769224,2,3809.0
2016-09-23 13:40:28.599645,2,3836.0
2016-09-23 13:40:28.801661,3,15513.0
2016-09-23 13:40:32.389930,2,3796.0
2016-09-23 13:40:36.214888,2,3830.0
2016-09-23 13:40:36.390804,2,3830.0
2016-09-23 13:40:39.961298,2,3752.0
2016-09-23 13:40:43.718892,2,3762.0
2016-09-23 13:40:44.328518,3,15529.0
2016-09-23 13:40:47.487174,2,3774.0
2016-09-23 13:40:51.294524,2,3813.0
2016-09-23 13:40:55.106975,2,3817.0
2016-09-23 13:40:58.927495,2,3826.0
2016-09-23 13:40:59.846031,3,15521.0
2016-09-23 13:41:02.747743,2,3825.0
2016-09-23 13:41:06.558963,2,3817.0
2016-09-23 13:41:25.404924,3,15542.0
2016-09-23 13:41:27.194924,2,3831.0
2016-09-23 13:41:31.020351,2,3830.0
2016-09-23 13:41:31.107029,2,3830.0
2016-09-23 13:41:34.855138,2,3840.0
2016-09-23 13:42:13.592424,2,2082.0
2016-09-23 13:42:15.273902,2,1784.0
2016-09-23 13:42:17.045640,2,1773.0
2016-09-23 13:42:18.825233,2,1783.0
2016-09-23 13:42:20.599285,2,1777.0
2016-09-23 13:42:22.375180,2,1779.0
2016-09-23 13:42:24.147763,2,1774.0
2016-09-23 13:42:26.808091,2,2665.0
2016-09-23 13:42:30.616066,2,3812.0
2016-09-23 13:42:33.043301,3,15545.0
2016-09-23 13:42:34.440760,2,3803.0
2016-09-23 13:42:38.247668,2,3840.0
2016-09-23 13:42:42.043376,2,3801.0
2016-09-23 13:42:49.839033,2,3804.0
2016-09-23 13:42:50.848506,3,15548.0
2016-09-23 13:42:50.852660,2,3818.0
2016-09-23 13:42:53.482404,2,3833.0
2016-09-23 13:42:57.301384,2,3823.0
2016-09-23 13:43:01.125430,2,3830.0
2016-09-23 13:43:04.165006,3,15563.0
2016-09-23 13:43:04.953562,2,3834.0
2016-09-23 13:43:08.786883,2,3838.0
2016-09-23 13:43:12.628013,2,3847.0
2016-09-23 13:43:16.421698,2,3798.0
2016-09-23 13:43:19.718598,3,15572.0
2016-09-23 13:43:24.057275,2,3821.0
2016-09-23 13:43:27.862509,2,3812.0
2016-09-23 13:43:31.691072,2,3833.0
2016-09-23 13:43:35.278393,3,15562.0
2016-09-23 13:43:39.285314,2,3772.0
2016-09-23 13:43:43.031266,2,3751.0
2016-09-23 13:43:46.805879,2,3775.0
2016-09-23 13:43:50.617058,2,3821.0
2016-09-23 13:43:54.445624,2,3833.0
2016-09-23 13:43:58.241453,2,3802.0
2016-09-23 13:44:02.944581,2,3822.0
2016-09-23 13:44:05.876843,2,3824.0
2016-09-23 13:44:07.254390,3,15567.0
2016-09-23 13:44:09.671736,2,3800.0
2016-09-23 13:44:13.484821,2,3818.0
2016-09-23 13:44:17.298719,2,3820.0
2016-09-23 13:44:21.114927,2,3821.0
2016-09-23 13:44:21.974937,3,15573.0
2016-09-23 13:44:24.945124,2,3834.0
2016-09-23 13:44:28.764030,2,3826.0
2016-09-23 13:44:32.585268,2,3826.0
2016-09-23 13:44:36.390749,2,3807.0
2016-09-23 13:44:37.552465,3,15579.0
2016-09-23 13:44:40.132802,2,3751.0
2016-09-23 13:44:43.883904,2,3757.0
2016-09-23 13:44:47.690760,2,3811.0
2016-09-23 13:44:51.560192,2,3832.0
2016-09-23 13:44:53.125502,3,15576.0
2016-09-23 13:44:55.352062,2,3841.0
2016-09-23 13:44:59.171513,2,3825.0
2016-09-23 13:45:02.992471,2,3825.0
2016-09-23 13:45:06.825202,2,3838.0
2016-09-23 13:45:08.709640,3,15587.0
2016-09-23 13:45:10.596591,2,3777.0
2016-09-23 13:45:14.481752,2,3891.0
2016-09-23 13:45:15.524441,2,3891.0
2016-09-23 13:45:18.471379,2,3995.0
2016-09-23 13:45:21.478331,2,3011.0
2016-09-23 13:45:23.146844,2,1670.0
2016-09-23 13:45:24.294217,3,15587.0
2016-09-23 13:45:24.847330,2,1703.0
2016-09-23 13:45:27.266299,2,1698.0
2016-09-23 13:45:28.238170,2,1698.0
2016-09-23 13:45:29.940317,2,1705.0
2016-09-23 13:45:31.642268,2,1700.0
2016-09-23 13:45:33.340291,2,1704.0
2016-09-23 13:45:35.050275,2,1713.0
2016-09-23 13:45:36.758079,2,1706.0
2016-09-23 13:45:39.128328,2,2377.0
2016-09-23 13:45:39.870259,3,15579.0
2016-09-23 13:45:41.894322,2,2767.0
2016-09-23 13:45:43.714686,2,1826.0
2016-09-23 13:45:44.800179,2,1826.0
2016-09-23 13:45:45.896524,2,2184.0
2016-09-23 13:45:48.145196,2,2252.0
2016-09-23 13:45:50.919983,2,2779.0
2016-09-23 13:45:53.039558,2,2123.0
2016-09-23 13:45:55.406628,2,2369.0
2016-09-23 13:45:55.462258,3,15595.0
2016-09-23 13:45:55.541381,2,2369.0
2016-09-23 13:45:57.798629,2,2397.0
2016-09-23 13:45:59.952721,2,2156.0
2016-09-23 13:46:02.624820,2,2676.0
2016-09-23 13:46:04.761895,2,2140.0
2016-09-23 13:46:07.425122,2,2666.0
2016-09-23 13:46:09.658449,2,2238.0
2016-09-23 13:46:11.055157,3,15595.0
2016-09-23 13:46:12.413440,2,2759.0
2016-09-23 13:46:14.669851,2,2256.0
2016-09-23 13:46:17.407377,2,2744.0
2016-09-23 13:46:19.647344,2,2243.0
2016-09-23 13:46:22.379629,2,2736.0
2016-09-23 13:46:24.638991,2,2262.0
2016-09-23 13:46:26.652505,3,15600.0
2016-09-23 13:46:26.697697,3,15600.0
2016-09-23 13:46:27.448822,2,2811.0
2016-09-23 13:46:30.711434,2,3227.0
2016-09-23 13:46:33.131356,2,2467.0
2016-09-23 13:46:36.846773,2,3720.0
2016-09-23 13:46:39.484873,2,2642.0
2016-09-23 13:46:42.191439,2,2710.0
2016-09-23 13:46:42.245187,3,15595.0
2016-09-23 13:46:45.464709,2,3278.0
2016-09-23 13:46:47.926759,2,2465.0
2016-09-23 13:46:51.479422,2,3558.0
2016-09-23 13:46:53.936278,2,2460.0
2016-09-23 13:46:57.222559,2,3291.0
2016-09-23 13:46:57.836197,3,15594.0
2016-09-23 13:46:57.922216,3,15594.0
2016-09-23 13:47:00.261995,2,3044.0
2016-09-23 13:47:00.304883,2,3044.0
2016-09-23 13:47:02.621522,2,2347.0
2016-09-23 13:47:06.389578,2,3788.0
2016-09-23 13:47:08.917404,2,2488.0
2016-09-23 13:47:11.863496,2,2994.0
2016-09-23 13:47:13.438593,3,15605.0
2016-09-23 13:47:15.231848,2,3373.0
2016-09-23 13:47:20.774473,2,2333.0
2016-09-23 13:47:21.203099,2,3647.0
2016-09-23 13:47:25.184270,2,2342.0
2016-09-23 13:47:25.188766,2,2342.0
2016-09-23 13:47:27.305934,2,3769.0
2016-09-23 13:47:29.042709,3,15606.0
2016-09-23 13:47:29.618074,2,2316.0
2016-09-23 13:47:32.979033,2,3365.0
2016-09-23 13:47:36.088562,2,3113.0
2016-09-23 13:47:38.436842,2,2352.0
2016-09-23 13:47:42.190448,2,3759.0
2016-09-23 13:47:44.647717,3,15608.0
2016-09-23 13:47:44.749776,2,2477.0
2016-09-23 13:47:48.300809,2,3642.0
2016-09-23 13:47:50.890544,2,2593.0
2016-09-23 13:47:53.982625,2,3096.0
2016-09-23 13:47:57.257100,2,3279.0
2016-09-23 13:47:59.706064,2,2453.0
2016-09-23 13:48:00.258932,3,15614.0
2016-09-23 13:48:03.484183,2,3783.0
2016-09-23 13:48:06.306061,2,2826.0
2016-09-23 13:48:09.537121,2,2535.0
2016-09-23 13:48:12.166343,2,3333.0
2016-09-23 13:48:15.385628,2,3224.0
2016-09-23 13:48:15.871055,3,15615.0
2016-09-23 13:48:18.365990,2,2985.0
2016-09-23 13:48:21.144066,2,2782.0
2016-09-23 13:48:24.367476,2,3227.0
2016-09-23 13:48:27.517286,2,3154.0
2016-09-23 13:48:30.699983,2,3187.0
2016-09-23 13:48:31.486260,3,15618.0
2016-09-23 13:48:33.275950,2,2580.0
2016-09-23 13:48:37.053329,2,3782.0
2016-09-23 13:48:39.646680,2,2597.0
2016-09-23 13:48:42.989550,2,3348.0
2016-09-23 13:48:46.368940,2,3384.0
2016-09-23 13:48:47.100156,3,15616.0
2016-09-23 13:48:48.655372,2,2289.0
2016-09-23 13:48:52.480556,2,3831.0
2016-09-23 13:48:54.311897,2,1834.0
2016-09-23 13:48:56.013907,2,1704.0
2016-09-23 13:48:57.769893,2,1756.0
2016-09-23 13:48:59.019421,2,1254.0
